126:127C,127N:128N,127N:127C,126:128N,126:128C,127N:129C,127N:128C,126:129N,128C:129C,129N:130N,129N:129C,128C:130N,accession_number,numPepsUnique,accession_numbers,entry_name,FBgn,flybase,plasma membrane,membrane,cytosol,nucleus,mitochondria
-0.5005,0.269,-0.3765,0.152,-0.171,0.088,-0.059,-0.0615,-0.015,-0.17,-0.067,-0.114,Q9V429-2,4,Q9V429-2|Q9V429,Isoform Short of Thioredoxin-2,FBgn0040070,Trx-2,0,0,1,1,0
-0.6685,-0.401,-0.0255,-1.082,-1.258,-0.172,-0.583,-0.7835,0.366,-0.416,-0.067,0.088,Q9VSF2,2,Q9VSF2,Mediator of RNA polymerase II transcription subunit 24,FBgn0035851,MED24,0,0,0,1,0
0.4575,0.04,0.1745,0.467,0.453,0.193,0.138,0.4425,-0.059,0.12,-0.068,0.143,Q9VJY6,9,Q9VJY6|Q8SY98,60S ribosomal protein L24,FBgn0032518,RpL24,0,1,0,0,0
0.3605,-0.297,0.0655,-0.013,-0.006,-0.139,-0.417,0.2215,0.257,-0.001,-0.068,0.544,C9QP20,4,C9QP20|Q9VIU7,MIP13910p (Fragment),FBgn0032799,CG10166,0,0,0,0,0
0.1525,0.145,-0.0745,0.352,0.288,-0.03,0.154,0.0665,-0.082,0.048,-0.068,0.04,A1Z7J6,5,A1Z7J6|A1Z7J7|Q5U0U9|Q961K5,"Sec31, isoform B",FBgn0033339,Sec31,0,1,0,0,0
-0.1895,-0.066,-0.1415,-0.151,0.218,-0.207,0.296,-0.2215,-0.548,0.133,-0.068,-0.277,Q7KVY9,2,Q7KVY9|Q9W4Z0|Q9NEH7|C3KKB2,"CG14047, isoform G",FBgn0264598,PsGEF,0,0,0,0,0
-0.4185,-0.003,-0.1905,-0.215,-0.239,-0.154,-0.094,-0.3145,-0.073,0.131,-0.068,0.153,Q9VSL8,4,Q9VSL8|D0IQH8|Q960C2,Rhea,FBgn0260442,rhea,1,1,0,0,0
0.0935,-0.257,0.0115,0.147,-0.084,0.147,-0.191,0.0985,-0.122,-0.033,-0.069,-0.057,Q9VYA0,4,Q9VYA0,Probable glutamine-dependent NAD(+) synthetase,FBgn0030512,Nadsyn,0,0,1,0,0
0.0185,-0.113,-0.0175,-0.092,-0.327,-0.18,-0.276,-0.1565,0.051,0.014,-0.069,0.046,Q9VYB2,8,Q9VYB2,"CG11178, isoform A",FBgn0030499,CG11178,0,0,1,0,0
-0.0175,-0.006,0.0175,0.013,-0.112,0.043,-0.117,0.0075,0.024,-0.183,-0.069,-0.027,Q9VWI2,17,Q9VWI2,Nat1,FBgn0031020,Naa15-16,0,0,0,0,0
-0.2855,0.048,-0.1525,0.053,-0.199,-0.064,0.03,-0.1475,-0.198,0.137,-0.069,-0.228,Q9VUV4,5,Q9VUV4|Q95T82,CG6114,FBgn0036544,sff,0,0,1,1,0
0.4335,0.121,0.4235,0.214,0.365,-0.087,0.351,0.0095,-0.16,0.2,-0.07,-0.014,Q9UAF0,2,Q9UAF0|Q9VQY4|Q8MS50,ABC transporter,FBgn0020762,Atet,0,1,0,0,0
0.1745,0.222,0.0385,0.232,0.186,0.137,0.166,0.1035,-0.229,0.095,-0.07,0.084,Q9VY93,9,Q9VY93,Probable methylthioribulose-1-phosphate dehydratase,FBgn0030518,CG11134,0,0,1,0,0
0.2755,0.113,0.0625,0.317,0.272,-0.024,0.106,0.1985,-0.088,-0.142,-0.071,-0.061,P41093,16,P41093|Q4V4E7,60S ribosomal protein L18a,FBgn0010409,RpL18A,0,1,0,0,0
-0.1885,0.16,-0.2035,0.084,-0.014,0.049,0.003,-0.0365,0.002,-0.047,-0.071,0.118,Q04448-2,3,Q04448-2|Q04448,"Isoform A of Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",FBgn0010222,Nmdmc,0,0,0,0,1
0.4795,0.019,0.0935,0.338,0.334,-0.054,0.058,0.3695,-0.091,-0.119,-0.072,-0.011,E4NKL6,6,E4NKL6|Q9VUR3|Q6NKM4|Q8T060,RE70278p (Fragment),FBgn0036515,AIMP2,0,0,0,0,0
0.1225,0.331,0.2365,0.241,-0.069,0.103,0.081,-0.0305,-0.115,0.054,-0.072,0.091,Q24368,21,Q24368|I1V4Y8,Chromatin-remodeling complex ATPase chain Iswi,FBgn0011604,Iswi,0,0,0,1,0
-0.0855,-0.129,-0.2035,-0.046,0.159,-0.2,0.068,0.0525,0,-0.131,-0.072,-0.034,Q9Y1I2,6,Q9Y1I2,Vacuolar protein sorting-associated protein 33A,FBgn0000257,car,0,1,0,0,0
-0.5445,-0.599,-0.4625,-0.718,-0.508,-0.358,-0.396,-0.4025,-0.008,-0.189,-0.072,-0.054,P54622,2,P54622,"Single-stranded DNA-binding protein, mitochondrial",FBgn0010438,mtSSB,0,0,0,0,1
0.2315,-0.075,0.0855,0.183,0.003,-0.021,-0.077,0.2605,0.184,0.034,-0.073,0.198,Q24046,4,Q24046,Sodium/potassium-transporting ATPase subunit beta-1,FBgn0015776,nrv1,1,1,0,0,0
0.2095,0.061,-0.0865,0.311,0.183,0.044,0.004,0.1805,-0.098,0.147,-0.073,0.172,P52029,17,P52029,Glucose-6-phosphate isomerase,FBgn0003074,Pgi,0,0,1,0,0
-0.3645,-0.626,-0.2935,-0.846,-0.671,0.066,-0.482,-0.2855,0.08,0.454,-0.073,0.868,Q9VVH3,2,Q9VVH3,CG7603,FBgn0036726,QIL1,0,1,0,0,1
0.0335,0.178,-0.0015,0.216,0.088,-0.043,0.057,0.1215,-0.061,-0.022,-0.074,-0.007,Q9VZ23,14,Q9VZ23,GTP-binding nuclear protein Ran,FBgn0020255,Ran,0,0,1,1,0
0.1755,-0.005,-0.0765,-0.122,0.096,-0.134,-0.04,0.0445,-0.139,0.155,-0.075,0.098,Q1EC44,3,Q1EC44|Q9VDE2|Q8T8S4|Q1EBY0,IP02096p (Fragment),FBgn0038858,CG5793,0,0,0,0,0
-0.2495,-0.356,-0.2495,0.031,-0.114,-0.275,-0.343,0.0255,0.161,-0.118,-0.075,0.108,O18373,7,O18373,"Selenide, water dikinase",FBgn0261270,SelD,0,0,0,0,1
-0.3765,-0.161,-0.3415,-0.234,-0.448,-0.233,-0.382,-0.2275,0.105,-0.483,-0.075,-0.233,Q8T8V2,2,Q8T8V2|Q9VX51|H5V8D6|Q86B46,AT22312p,FBgn0030839,CG5613,0,0,1,0,0
-0.4085,-0.115,-0.3895,-0.171,-0.056,-0.169,-0.006,-0.1485,-0.207,0.21,-0.075,0.147,Q8SY33,2,Q8SY33,Protein Gawky,FBgn0051992,gw,0,0,1,0,0
0.2865,-0.09,-0.0265,0.25,0.18,-0.101,-0.019,0.1255,-0.185,-0.034,-0.076,-0.06,Q9VUJ1,13,Q9VUJ1|O17311|O17312|Q86NT6|C0ML85|B4F5A2|Q9W470|B4F5B0,Proteasome subunit beta type,FBgn0023174,Prosbeta2,0,0,1,1,0
0.0875,0.384,0.1805,0.385,-0.054,-0.044,-0.169,0.0795,-0.017,0,-0.077,0.064,Q9VA37,6,Q9VA37,DJ-1 beta,FBgn0039802,dj-1beta,0,0,0,0,1
-0.4795,-0.522,-0.8795,-0.16,-0.299,-0.509,-0.668,-0.0685,0.114,-0.132,-0.077,0.128,Q9W1A9,2,Q9W1A9|Q95TZ1,Enoki mushroom,FBgn0034975,enok,0,0,0,1,0
0.0925,0.095,0.2235,-0.097,0.074,-0.036,0.233,-0.2995,-0.088,0.231,-0.078,0.049,Q27884,3,Q27884,Serine/threonine-protein phosphatase 6 catalytic subunit,FBgn0003139,PpV,0,0,1,0,0
-0.0295,0,0.0425,-0.139,-0.08,0.063,0.015,0.0055,-0.18,0.082,-0.078,0.117,Q86P47,2,Q86P47|Q0KHZ9|O02393|Q9VAL7|Q86P87|Q8T410,SD17909p (Fragment),FBgn0015622,Cnx99A,1,1,0,0,0
-0.4285,0.013,-0.1375,0.188,0.043,0.01,-0.25,0.0515,-0.111,0.112,-0.078,0.223,Q9VKR0,5,Q9VKR0,CG6750,FBgn0032292,EMC3,0,1,0,0,0
0.1115,0.083,0.0965,0.06,0.218,-0.085,0.234,-0.0275,-0.364,0.237,-0.079,0.022,Q9W4M9,2,Q9W4M9,tRNA (cytosine(34)-C(5))-methyltransferase,FBgn0026079,Nsun2,0,0,1,1,0
0.0355,0.217,0.1405,0.196,0.024,0.042,0.124,0.0535,-0.056,0.12,-0.079,-0.04,Q9VXF1,14,Q9VXF1|Q27889|P48456,Serine/threonine-protein phosphatase 2B catalytic subunit 3,FBgn0267912,CanA-14F,0,0,0,0,0
-0.6455,-0.112,-0.3935,-0.414,-0.435,-0.114,-0.235,-0.3835,-0.053,-0.391,-0.079,-0.249,Q9VTZ0,4,Q9VTZ0,GH08269p,FBgn0041775,tral,0,0,0,0,0
0.4375,0.113,0.2465,0.055,0.14,0.035,0.095,0.0925,-0.262,0.13,-0.08,0.05,Q9VN86,5,Q9VN86,AT14148p,FBgn0037298,CG2604,0,1,0,0,0
0.3635,0.214,0.0865,0.39,0.152,0.007,0.083,0.2155,-0.043,-0.076,-0.081,0.008,O61231,18,O61231,60S ribosomal protein L10,FBgn0024733,RpL10,0,1,1,0,0
-0.1455,0.004,-0.1325,0.062,-0.073,-0.038,-0.09,-0.0015,-0.077,0.051,-0.081,0.122,L0MQ04,25,L0MQ04|Q05825|Q6W4M9|Q6W4K9|D3DMY7|Q8T4C4|Q8IM98,"ATP synthase-beta, isoform C",FBgn0010217,ATPsynbeta,0,1,0,0,0
0.1535,0.048,0.0625,0.032,-0.009,0.085,0.046,0.0565,0.157,-0.023,-0.082,-0.037,O46069,3,O46069|Q9W4Z9,EG:25E8.3 protein,FBgn0023527,CG3071,0,0,0,0,0
0.0935,-0.184,-0.1785,-0.025,-0.017,-0.144,-0.12,0.1665,-0.026,-0.176,-0.082,-0.089,Q9VJZ4,3,Q9VJZ4,AT12494p,FBgn0032511,ND-B22,0,0,0,0,1
-0.0805,-0.079,-0.1965,0.072,-0.047,0.035,0.057,-0.0435,-0.05,-0.047,-0.082,-0.085,Q9VDV2,4,Q9VDV2,AT06125p,FBgn0038723,CG6195,0,0,0,0,0
-0.2815,-0.181,0.0405,-0.189,-0.246,-0.224,-0.241,-0.3725,0.158,0.107,-0.082,0.27,P15215,5,P15215,Laminin subunit gamma-1,FBgn0267348,LanB2,0,1,0,0,0
0.3895,0.102,0.1605,0.183,0.165,-0.021,0.186,0.1695,-0.217,0.169,-0.083,0.068,Q9VCC0,6,Q9VCC0,Cysteine and histidine-rich domain-containing protein,FBgn0029503,CHORD,0,0,0,0,0
0.0385,-0.17,0.3075,-0.477,-0.15,0.135,0.149,-0.0865,-0.059,0.29,-0.083,0.384,Q9XYM0,2,Q9XYM0|H9XVM6|Q95RW2|H9XVM7|D3DMC5,Adapter molecule Crk,FBgn0024811,Crk,0,0,0,0,0
-0.0305,-0.144,-0.0695,0.098,-0.119,-0.141,-0.081,0.0195,-0.044,0,-0.083,0.121,O96651,8,O96651|Q95R42|A9YJ44|A9YJ49,DNA topoisomerase 3-beta,FBgn0026015,Top3beta,0,0,0,1,0
-0.2445,-0.393,-0.1735,-0.45,-0.132,-0.176,-0.053,-0.1585,-0.05,-0.266,-0.083,-0.252,Q7KLX3,6,Q7KLX3,GM12291p,FBgn0021795,Tapdelta,0,1,0,0,0
-0.6155,0.029,-0.4475,-0.178,-0.294,-0.076,-0.094,-0.1965,-0.027,0.051,-0.083,0.178,Q8MT34,2,Q8MT34|Q7JMZ0,RE62293p,FBgn0265605,Ric,0,1,0,0,0
0.2015,0.133,0.1445,0.151,0.12,0.112,0.06,0.2975,0.065,-0.046,-0.085,-0.027,Q8SX60,3,Q8SX60|Q7JRH2,"CG30193, isoform D",FBgn0261564,ReepA,0,1,0,0,0
-0.3195,0.045,-0.1255,0.037,-0.526,-0.185,-0.257,-0.3825,0.071,-0.671,-0.085,-0.497,Q9U1K1-3,2,Q9U1K1-3|Q9U1K1|Q9U1K1-2|E1JHM3,Isoform C of Protein spire,FBgn0003475,spir,1,1,1,0,0
0.1215,-0.021,0.0925,-0.161,0.23,0.03,0.009,-0.1005,0.018,0.398,-0.086,0.271,P83102,5,P83102,Putative dual specificity tyrosine-phosphorylation-regulated kinase 3 homolog,FBgn0027101,Dyrk3,0,0,0,0,0
0.0745,0.131,-0.0075,0.18,0.102,-0.024,0.066,0.0855,-0.099,0.121,-0.086,0.093,Q9V3P0,14,Q9V3P0|F6J6B9,Peroxiredoxin 1,FBgn0040309,Jafrac1,0,0,1,0,0
-0.0125,-0.115,-0.1415,0.145,0.262,-0.013,-0.118,0.1785,0.032,0.017,-0.086,-0.055,A0ANV7,9,A0ANV7|Q7KSM5|Q7KJV5|A0ANV4|Q9VG70|A0ANW1|A0ANV9,CG12276 protein,FBgn0029512,Aos1,0,0,0,0,0
0.1155,-0.227,0.1055,-0.062,0.068,-0.085,-0.036,0.0145,-0.119,-0.192,-0.087,-0.225,Q8MRI4,3,Q8MRI4,CG1578,FBgn0030336,CG1578,0,0,0,0,0
-0.0365,-0.253,-0.3395,0.158,0.362,-0.215,0.026,0.2605,-0.303,0.028,-0.087,0.043,O96692,3,O96692|Q95SU2|Q2MGM2,RE63021p,FBgn0283666,Rap2l,0,1,0,0,0
-0.0635,-0.233,-0.3265,-0.299,0.048,-0.239,-0.145,0.0135,-0.252,0.037,-0.087,0.184,Q9VXK0,2,Q9VXK0,Protein NipSnap,FBgn0030724,Nipsnap,0,0,0,0,1
-0.2715,-0.172,-0.3735,-0.306,-0.116,-0.213,-0.068,-0.0515,0.098,-0.365,-0.087,-0.28,Q9VT60,6,Q9VT60|Q7KUD4|Q29R25|Q8MR13,"Calcium-independent phospholipase A2 VIA, isoform A",FBgn0036053,iPLA2-VIA,0,0,0,0,0
-0.3715,0.038,0.0985,-0.476,-0.179,-0.017,0.154,-0.3075,-0.199,-0.044,-0.087,-0.086,A1Z935,2,A1Z935|A1Z936|Q8SZB0,"CG8632, isoform B",FBgn0033762,ZnT49B,0,1,0,0,0
0.6145,0.208,0.2335,0.493,0.303,-0.127,-0.048,0.3725,-0.077,-0.051,-0.088,0.146,Q05344,6,Q05344|B1PFB4|B1PFA5|B1PFC1|B1PFA9|B1PFC4|B1PFA0|B1PFB8|B1PFB6|B1PFC9|B1PFC0|B1PFA2|B1PFA7|B1PFB2|B1PFA4|B1PF99|B1PFC6|B1PFC8|B1PFB9|B1PFB1|B1PFA3,FACT complex subunit Ssrp1,FBgn0010278,Ssrp,0,0,0,1,0
0.2595,-0.059,0.1995,0.207,0.151,-0.065,0.029,0.1195,-0.185,0.191,-0.088,0.092,Q7KLW8,3,Q7KLW8|Q9V3J4,LD03471p (Fragment),FBgn0024509,Sec13,0,0,0,0,0
0.0925,0.031,0.0485,0.108,0.044,-0.054,0.016,0.1375,-0.064,0.013,-0.088,0.036,Q9VLM8,30,Q9VLM8|K7ZI11|Q8T9G8|K7ZI63|K7ZDS0,"Alanine--tRNA ligase, cytoplasmic",FBgn0027094,AlaRS,0,0,1,0,0
0.3055,0.105,0.0805,0.316,0.27,-0.059,0.069,0.3085,-0.131,0.125,-0.09,0.072,Q9VRP2,15,Q9VRP2|Q5U0Z2|Q8IQ61,"CG10576, isoform A",FBgn0035630,CG10576,0,0,0,0,0
-0.1465,-0.032,-0.1365,-0.08,0.132,-0.161,0.173,-0.1165,-0.379,0.012,-0.09,-0.206,Q02870,2,Q02870,DNA excision repair protein haywire,FBgn0001179,hay,0,0,0,1,0
0.0535,-0.055,-0.0035,0.082,-0.116,-0.031,-0.014,0.0505,0.109,-0.163,-0.091,0.089,Q9VQE0,6,Q9VQE0|Q8IHG0|Q8T9L0,Dynamin related protein 1,FBgn0026479,Drp1,0,1,0,0,1
-0.7335,-0.364,-0.8055,-0.331,-0.13,-0.375,-0.17,-0.2465,-0.249,0.122,-0.092,0.034,Q94899,2,Q94899,COP9 signalosome complex subunit 2,FBgn0013746,alien,0,0,1,1,0
0.2215,0.337,0.1515,0.369,0.152,0.135,0.106,0.2105,0.202,-0.031,-0.093,-0.002,Q0E8F0,5,Q0E8F0|Q9VU53|O96671,"Capricious, isoform C",FBgn0023095,caps,1,1,0,0,0
-0.6015,-0.419,-0.3525,-0.706,-0.402,-0.584,-0.122,-0.7755,-0.508,0.21,-0.094,-0.134,Q960C1,2,Q960C1|Q9VBK9,SD08037p,FBgn0039385,CG5913,0,0,1,1,0
0.1235,-0.045,0.0275,0.046,0.2,-0.069,0.083,0.1335,-0.145,-0.05,-0.096,-0.108,P32392,6,P32392,Actin-related protein 3,FBgn0262716,Arp3,1,1,1,0,0
-0.0075,-0.11,-0.0145,-0.222,-0.214,-0.049,-0.112,-0.1405,-0.119,-0.042,-0.096,-0.037,Q24572,2,Q24572|E1JIL4,Probable histone-binding protein Caf1,FBgn0263979,Caf1-55,0,0,0,1,0
-0.4125,-0.433,-0.2965,-0.384,-0.281,-0.271,-0.514,-0.3415,0.22,-0.046,-0.097,-0.264,Q9VK89,3,Q9VK89,Probable tRNA (guanine(26)-N(2))-dimethyltransferase,FBgn0032430,CG6388,0,0,0,1,1
-0.6375,-0.252,-0.3415,-0.586,-0.535,-0.207,-0.207,-0.4425,-0.046,0.22,-0.097,0.341,Q71V44,2,Q71V44|Q9VF02|J9XXX0|Q86NV8|K4MNB1,89B helicase,FBgn0022787,Hel89B,0,0,0,0,0
-0.8925,-0.771,-0.4875,-0.605,-0.259,-0.297,-0.432,-0.2185,0.09,-0.943,-0.097,0.013,P26270,2,P26270,26S proteasome non-ATPase regulatory subunit 7,FBgn0002787,Rpn8,0,0,0,0,0
-0.4615,-0.325,-0.3575,-0.371,-0.36,-0.122,-0.407,-0.1545,0.019,-0.521,-0.098,-0.188,Q961R8,7,Q961R8|Q9VUK8|C9QP25,GH09263p,FBgn0027088,GlyRS,0,0,1,0,1
0.3805,-0.096,0.0855,0.263,0.383,-0.12,0.043,0.2845,-0.177,0.041,-0.099,0.051,Q9VKZ8,16,Q9VKZ8,Ubiquitin carboxyl-terminal hydrolase,FBgn0032216,Usp14,0,0,1,1,0
0.1775,0.141,0.1365,0.247,0.108,-0.042,0.089,0.2725,-0.176,-0.007,-0.1,0.096,Q27601,2,Q27601|C0MIY3|A0APG2|Q967S0|Q9VRZ1,Amidophosphoribosyltransferase,FBgn0004901,Prat,0,0,0,0,0
0.0015,-0.126,-0.2065,-0.107,-0.074,-0.083,0.081,0.0125,-0.334,0.157,-0.1,0.201,Q7KNF2,5,Q7KNF2,Polyadenylate-binding protein 2,FBgn0005648,Pabp2,0,0,1,1,0
0.2345,-0.237,-0.1445,0.143,0.144,-0.15,-0.223,0.2935,-0.028,-0.077,-0.101,0.091,P32100,22,P32100,60S ribosomal protein L7,FBgn0005593,RpL7,0,1,0,0,0
0.3985,0.139,0.1205,0.115,0.22,0.007,0.164,0.1825,-0.19,-0.131,-0.102,-0.217,Q9VND8,6,Q9VND8,GTP-binding protein Rheb homolog,FBgn0041191,Rheb,1,1,1,0,0
0.0995,-0.026,0.0545,-0.019,0.131,-0.115,0.108,-0.0035,-0.268,0.092,-0.102,-0.034,Q9VXZ2,3,Q9VXZ2|E3CTR3,"CG5541, isoform A",FBgn0030603,CG5541,0,1,0,0,0
0.5135,-0.014,0.2695,0.143,0.088,-0.025,-0.275,0.2175,-0.112,-0.319,-0.103,-0.238,A1Z6Z4,3,A1Z6Z4|A4UZ69|F0JAM9|Q8IGH3|Q7JR61|A1Z6Z3|E3CTS3|D5SHM9,"Aldehyde dehydrogenase type III, isoform O",FBgn0010548,Aldh-III,0,1,0,0,0
0.3605,0.156,0.0655,0.376,0.28,0.02,0.098,0.2965,-0.084,-0.001,-0.104,-0.019,P31009,16,P31009,40S ribosomal protein S2,FBgn0004867,RpS2,0,1,1,0,0
0.0885,-0.087,0.0175,-0.128,-0.079,0.043,-0.189,0.0035,0.066,-0.267,-0.104,-0.063,Q9VJH2,10,Q9VJH2,CG31739,FBgn0051739,AspRS-m,0,0,0,0,1
0.0105,0.038,0.0095,0.131,0.092,0.037,0.068,0.1535,-0.068,-0.041,-0.104,0.058,P40301,7,P40301,Proteasome subunit alpha type-2,FBgn0086134,Prosalpha2,0,0,1,1,0
-0.0085,-0.068,0.1725,-0.114,0.037,-0.105,0.059,-0.1745,0.004,-0.168,-0.104,-0.191,Q9VXR3,15,Q9VXR3,CG8184,FBgn0030674,CG8184,0,0,1,1,0
-0.2725,-0.048,-0.3405,0.029,-0.113,-0.072,-0.219,0.1095,0,0.08,-0.104,0.228,Q9U916,11,Q9U916|P29413,Calreticulin,FBgn0005585,Calr,0,0,0,0,0
-0.3255,-0.485,-0.3445,-0.504,-0.528,-0.328,-0.447,-0.2415,0.005,-0.269,-0.104,-0.226,Q8T4G5,6,Q8T4G5|Q8IQQ9,"CG6512, isoform A",FBgn0036702,CG6512,0,1,0,0,1
0.3485,-0.232,0.4305,-0.352,-0.329,0.082,-0.216,0.0705,0.253,-0.923,-0.106,-0.493,Q9VCD1,2,Q9VCD1|Q8MSN3,CG6129,FBgn0039152,Root,0,0,0,0,0
0.2895,0.031,0.0515,0.381,0.335,-0.041,0.082,0.2995,-0.179,0.09,-0.106,0.051,Q24524,30,Q24524|Q8SY66,Protein singed,FBgn0003447,sn,0,0,1,0,0
-0.3465,-0.12,-0.2765,-0.128,-0.266,-0.205,-0.184,0.0025,0,-0.053,-0.106,0.106,Q8SXM8,17,Q8SXM8|G7H7Z0|Q9W327,Lysine--tRNA ligase,FBgn0027084,LysRS,0,0,1,0,1
-0.6795,0.047,-0.4335,-0.338,-0.074,0.052,0.212,-0.1315,0.055,-0.138,-0.106,-0.166,Q9VZE6,2,Q9VZE6,Ribosome biogenesis protein BRX1 homolog,FBgn0035524,CG11583,0,0,0,1,0
0.2565,-0.058,0.2555,-0.095,0.128,-0.303,0.158,-0.2315,-0.507,0.166,-0.107,-0.163,Q8IPQ6,2,Q8IPQ6|Q9VNC0,"CG12162, isoform B",FBgn0037329,POLDIP2,0,0,0,0,0
-0.2275,-0.22,-0.4215,-0.151,-0.113,-0.238,-0.252,0.1015,0.037,-0.158,-0.107,-0.04,O61604,14,O61604|D3DMF1|Q8IQZ7|Q8IQZ8|D0IQI3|C7LAI0|Q95RN9,Fimbrin,FBgn0024238,Fim,0,0,0,0,0
-0.0575,-0.05,-0.0515,-0.034,0.028,0.064,0.022,0.0305,0.052,0.007,-0.108,0.044,Q9VCA5,4,Q9VCA5,Probable phenylalanine--tRNA ligase beta subunit,FBgn0039175,beta-PheRS,0,0,1,0,0
-0.1155,-0.001,-0.0675,-0.094,-0.029,-0.103,-0.038,-0.1215,0.099,-0.146,-0.108,-0.195,P08111,9,P08111|P08111-3|P08111-4|P08111-2,Lethal(2) giant larvae protein,FBgn0002121,l(2)gl,1,1,1,0,0
-0.3765,-0.067,-0.1035,-0.167,0.062,-0.031,0.122,0.0055,-0.198,-0.189,-0.109,-0.158,A0APE4,2,A0APE4|Q7JXC4|A0APE6,CG6459 protein,FBgn0034259,P32,0,0,0,0,1
0.0175,-0.047,-0.0195,0.019,-0.06,-0.064,-0.105,0.0255,0.153,-0.079,-0.11,0.088,Q7KVD1,13,Q7KVD1|Q7KY09|Q9W0L0|C6TP86|Q8IRI5|Q7YZA0|Q8T987|C8VV43|Q8IRI4|Q8IH76,"Trio, isoform A",FBgn0024277,trio,1,1,0,0,0
0.2355,-0.109,-0.0825,-0.017,0.196,-0.04,0.051,0.2285,-0.125,-0.22,-0.111,-0.099,A1Z7P1,7,A1Z7P1|Q86NU8|A1Z7P0|Q95X10|Q5BHU7|Q95RR7,"Phosphomannomutase 45A, isoform A",FBgn0033377,CG8073,0,0,0,0,0
-0.2345,-0.347,-0.2905,-0.339,-0.51,-0.183,-0.518,-0.0775,0.31,-0.944,-0.112,-0.438,Q8IGG7,6,Q8IGG7|Q8IPP8|Q9VNF3,RH24570p (Fragment),FBgn0051548,CG31548,0,0,0,0,0
-0.2655,-0.067,-0.3265,-0.044,0.145,-0.086,0.115,0.0515,-0.245,0.432,-0.112,0.368,Q9VHY2,2,Q9VHY2|Q4V509,"CG10445, isoform C",FBgn0037531,CG10445,0,0,0,1,0
-0.2995,-0.141,-0.3965,-0.201,0.047,-0.097,-0.07,-0.0185,-0.235,-0.029,-0.112,-0.057,Q9VVL7,7,Q9VVL7,Dihydrolipoyl dehydrogenase,FBgn0036762,CG7430,0,0,0,0,1
-0.4255,0.003,-0.0615,-0.445,-0.186,-0.038,-1.102,0.2555,-0.493,0.322,-0.114,0.123,Q7KTG2,3,Q7KTG2|Q9VLA0|Q8MRJ0,"CG15828, isoform B",FBgn0032136,Apoltp,1,1,0,0,0
0.5085,0.141,0.1835,0.464,0.284,0,-0.021,0.3755,-0.05,-0.086,-0.115,-0.056,P46223,19,P46223,60S ribosomal protein L7a,FBgn0014026,RpL7A,0,1,0,0,0
0.0615,0.303,-0.0845,0.379,0.146,-0.07,0.088,0.1015,-0.23,0.1,-0.115,0.06,Q9VB96,16,Q9VB96|A9UNE9,CG31075,FBgn0051075,CG31075,0,0,0,0,1
-0.0865,-0.061,-0.1745,-0.051,-0.098,-0.196,-0.181,-0.0565,-0.056,-0.084,-0.115,-0.005,Q9VPH7,2,Q9VPH7,Eukaryotic peptide chain release factor subunit 1,FBgn0036974,eRF1,0,0,1,0,0
-0.2455,-0.21,-0.1235,-0.413,-0.164,-0.166,-0.018,-0.3015,-0.216,0.245,-0.115,0.269,A1Z9N0,5,A1Z9N0|E8NH94|Q95U20|F0JAK2|F0JAH2,"Optic atrophy 1-like, isoform A",FBgn0261276,Opa1,0,1,0,0,1
-0.0415,0.075,-0.1105,0.067,-0.03,0.018,-0.013,0.0095,-0.02,-0.077,-0.116,-0.017,P48148,12,P48148,Ras-like GTP-binding protein Rho1,FBgn0014020,Rho1,1,1,1,0,0
-0.4455,-0.282,-0.3885,-0.28,-0.47,-0.181,-0.386,-0.1005,0.158,-0.236,-0.116,0.08,H5V8B8,8,H5V8B8|P36179|Q8MT47,MIP33436p1,FBgn0260439,Pp2A-29B,0,0,0,0,0
-0.2065,-0.11,-0.2035,-0.116,-0.108,-0.234,-0.046,-0.1125,-0.238,-0.05,-0.117,-0.157,Q9VSY4,14,Q9VSY4|Q9VSY4-2,Alpha-tubulin N-acetyltransferase 1,FBgn0035989,CG3967,0,0,0,0,0
-0.2715,-0.157,-0.1635,-0.15,-0.264,-0.141,-0.384,0.0085,0.113,-0.138,-0.117,0.096,O46067,18,O46067,"CG2918, isoform A",FBgn0023529,CG2918,0,0,0,0,0
-0.3105,-0.15,-0.3785,-0.233,-0.085,-0.255,0.102,-0.1405,-0.013,-0.176,-0.117,-0.289,Q86NN8,3,Q86NN8|Q9VMB9,RH49324p (Fragment),FBgn0031830,COX5B,0,0,0,0,1
0.2725,0.125,0.0705,0.33,0.315,0.024,0.1,0.3205,-0.01,-0.005,-0.118,-0.016,Q9U9Q4,14,Q9U9Q4,Eukaryotic translation initiation factor 3 subunit H,FBgn0022023,eIF3h,0,0,1,0,0
-0.1495,-0.119,-0.1855,-0.181,-0.037,-0.315,-0.033,-0.0615,-0.152,-0.083,-0.118,-0.122,Q86R94,7,Q86R94|Q9W1Y1,SD01117p (Fragment),FBgn0034791,EMC8-9,0,0,0,0,0
-0.8895,-0.794,-0.8005,-0.812,0.046,-0.262,0.121,-0.1675,-0.428,0.185,-0.118,-0.055,E3CTN9,2,E3CTN9|A1ZAH3|D3PFI3|Q8SX22|Q9GT68|Q0E952,AT08739p,FBgn0034135,Syn2,0,0,0,0,0
-0.0845,-0.028,-0.0625,0.008,0.121,0.01,0.185,0.1065,-0.248,-0.011,-0.119,0.046,Q5BI50,4,Q5BI50|Q961E0,"Cullin-4, isoform A",FBgn0033260,Cul4,0,0,0,1,0
